# HI_OFFSET:0;0;0
# SI_DISTORTION:1;1;1
# SI_ROTATION:0;0;0
X;Y;Z
0.00000000;0.00000000;0.00000000
-0.06595215;-0.06041757;0.99599198
0.01104745;0.12587995;0.99198397
0.09406929;-0.12269673;0.98797595
-0.17561917;0.03106456;0.98396794
0.16807164;0.10691342;0.97995992
-0.05659010;-0.21051233;0.97595190
-0.10841125;0.20873926;0.97194389
0.23595509;-0.08617042;0.96793587
-0.24602719;-0.10155645;0.96392786
0.11879330;0.25385439;0.95991984
0.08788586;-0.28019397;0.95591182
-0.26509815;0.15362979;0.95190381
0.31114991;0.06840543;0.94789579
-0.18994590;-0.27017850;0.94388778
-0.04388711;0.33867382;0.93987976
0.26941708;-0.22706500;0.93587174
-0.36249866;-0.01499046;0.93186373
0.26435040;0.26306396;0.92785571
-0.01768025;-0.38235173;0.92384770
-0.25134667;0.30119731;0.91983968
0.39797622;-0.05354714;0.91583166
-0.33702972;-0.23449650;0.91182365
0.09204379;0.40914389;0.90781563
0.21276309;-0.37129996;0.90380762
-0.41566312;0.13260787;0.89979960
0.40348987;0.18642255;0.89579158
-0.17467806;-0.41738429;0.89178357
-0.15578167;0.43311274;0.88777555
0.41420334;-0.21769367;0.88376754
-0.45971588;-0.12117963;0.87975952
0.26109600;0.40606426;0.87575150
0.08298798;-0.48288331;0.87174349
-0.39296052;0.30433071;0.86773547
0.50223853;0.04160944;0.86372745
-0.34685103;-0.37493580;0.85971944
0.00252428;0.51744718;0.85571142
0.35208405;-0.38812128;0.85170341
-0.52821956;0.04895527;0.84769539
0.42762084;0.32454897;0.84368737
-0.09720285;-0.53431281;0.83967936
-0.29252288;0.46484812;0.83567134
0.53553287;-0.14676736;0.83166333
-0.49932465;-0.25624516;0.82765531
0.19713433;0.53173601;0.82364729
0.21600018;-0.53059907;0.81963928
-0.52283004;0.24777891;0.81563126
0.55825103;0.17211476;0.81162325
-0.29817045;-0.50877502;0.80761523
-0.12495526;0.58189486;0.80360721
0.48958360;-0.34777726;0.79959920
-0.60118302;-0.07492428;0.79559118
0.39607138;0.46532091;0.79158317
0.02245699;-0.61580928;0.78757515
-0.43610397;0.44253347;0.78356713
0.62551153;-0.03198283;0.77955912
-0.48665751;-0.40210067;0.77555110
0.08790702;0.63007430;0.77154309
0.36352830;-0.52795558;0.76753507
-0.62933077;0.14480754;0.76352705
0.56596233;0.32065163;0.75951904
-0.20216110;-0.62316449;0.75551102
-0.27378061;0.60023946;0.75150301
0.61151061;-0.25943401;0.74749499
-0.63037981;-0.22326759;0.74348697
0.31608709;0.59435665;0.73947896
0.16950426;-0.65601128;0.73547094
-0.57174279;0.37158063;0.73146293
0.67680045;0.11291811;0.72745491
-0.42537947;-0.54376181;0.72344689
-0.05396871;0.69245583;0.71943888
0.51055838;-0.47695788;0.71543086
-0.70273076;0.00685648;0.71142285
0.52580456;0.47232809;0.70741483
-0.06904636;-0.70742594;0.70340681
-0.42931584;0.57142736;0.69939880
0.70639150;-0.13207084;0.69539078
-0.61335797;-0.38181392;0.69138277
0.19538558;0.69952872;0.68737475
0.33015957;-0.65115633;0.68336673
-0.68679118;0.25843686;0.67935872
0.68441481;0.27473223;0.67535070
-0.32066660;-0.66818555;0.67134269
-0.21595030;0.71276217;0.66733467
0.64377187;-0.38151740;0.66332665
-0.73586713;-0.15426763;0.65931864
0.44043762;0.61366334;0.65531062
0.09016962;-0.75344167;0.65130261
-0.57802567;0.49688635;0.64729459
0.76524391;0.02416908;0.64328657
-0.55033841;-0.53707593;0.63927856
0.04319823;0.77108057;0.63527054
0.49108098;-0.60028917;0.63126253
-0.77080911;0.11137820;0.62725451
0.64625917;0.44035542;0.62324649
-0.17980321;-0.76433927;0.61923848
-0.38525908;0.68779861;0.61523046
0.75163432;-0.24789710;0.61122244
-0.72449153;-0.32619421;0.60721443
0.31508023;0.73271173;0.60320641
0.26360216;-0.75595978;0.59919840
-0.70764339;0.38077453;0.59519038
0.78186657;0.19795979;0.59118236
-0.44440870;-0.67655539;0.58717435
-0.12977550;0.80191979;0.58316633
0.63962726;-0.50542321;0.57915832
-0.81587484;-0.05958499;0.57515030
0.56327530;0.59709080;0.57114228
-0.01205324;-0.82353715;0.56713427
-0.54922842;0.61744390;0.56312625
0.82476419;-0.08456257;0.55911824
-0.66743424;-0.49637101;0.55511022
0.15735323;0.81946710;0.55110220
0.43889540;-0.71278242;0.54709419
-0.80761181;0.22982726;0.54308617
0.75305958;0.37722144;0.53907816
-0.30138366;-0.78921976;0.53507014
-0.31180862;0.78787588;0.53106212
0.76436803;-0.37142359;0.52705411
-0.81688414;-0.24315241;0.52304609
0.43935550;0.73318908;0.51903808
0.17178021;-0.83978307;0.51503006
-0.69586998;0.50460028;0.51102204
0.85632021;0.09824704;0.50701403
-0.56659633;-0.65265117;0.50300601
-0.02313096;0.86629438;0.49899800
0.60382475;-0.62480445;0.49498998
-0.86955777;0.05297169;0.49098196
0.67871260;0.54973228;0.48697395
-0.12945132;-0.86601747;0.48296593
-0.49076223;0.72784047;0.47895792
0.85563670;-0.20569015;0.47494990
-0.77174368;-0.42734697;0.47094188
0.28106741;0.83843537;0.46693387
0.35995932;-0.81001786;0.46292585
-0.81449036;0.35496462;0.45891784
0.84230228;0.28910885;0.45490982
-0.42677077;-0.78393512;0.45090180
-0.21533774;0.86828313;0.44689379
0.74695894;-0.49588762;0.44288577
-0.88769651;-0.13921645;0.43887776
0.56173472;0.70380566;0.43486974
0.06133901;-0.90033088;0.43086172
-0.65477192;0.62375447;0.42685371
0.90602918;-0.01768176;0.42284569
-0.68141690;-0.60020497;0.41883768
0.09721937;0.90469042;0.41482966
0.54050003;-0.73422428;0.41082164
-0.89627084;0.17663878;0.40681363
0.78171544;0.47609728;0.40280561
-0.25530169;-0.88078461;0.39879760
-0.40747834;0.82346985;0.39478958
0.85830398;-0.33257188;0.39078156
-0.85911134;-0.33516255;0.38677355
0.40782047;0.82895899;0.38276553
0.25970276;-0.88831144;0.37875752
-0.79293670;0.48043126;0.37474950
0.91079240;0.18168094;0.37074148
-0.54980589;-0.75047988;0.36673347
-0.10170347;0.92632967;0.36272545
0.70188527;-0.61536889;0.35871743
-0.93475410;-0.02039621;0.35470942
0.67657259;0.64750140;0.35070140
-0.06160059;-0.93595356;0.34669339
-0.58772590;0.73290177;0.34268537
0.92987414;-0.14363752;0.33867735
-0.78387808;-0.52300247;0.33466934
0.22506138;0.91652085;0.33066132
0.45381737;-0.82906418;0.32665331
-0.89595784;0.30522051;0.32264529
0.86806746;0.38069564;0.31863727
-0.38347022;-0.86830814;0.31462926
-0.30419687;0.90054356;0.31062124
0.83375284;-0.45917810;0.30661323
-0.92619935;-0.22491078;0.30260521
0.53172934;0.79252989;0.29859719
0.14345244;-0.94479554;0.29458918
-0.74493233;0.60053177;0.29058116
0.95614891;0.06045735;0.28657315
-0.66502092;-0.69130610;0.28256513
0.02342374;0.96013398;0.27855711
0.63204740;-0.72466467;0.27454910
-0.95668427;0.10753010;0.27054108
0.77896779;0.56759960;0.26653307
-0.19119643;-0.94579307;0.26252505
-0.49844979;0.82747613;0.25851703
0.92751365;-0.27375826;0.25450902
-0.86978045;-0.42512495;0.25050100
0.35455743;0.90195911;0.24649299
0.34818771;-0.90551994;0.24248497
-0.86930157;0.43294749;0.23847695
0.93438534;0.26823192;0.23446894
-0.50829902;-0.82977098;0.23046092
-0.18587785;0.95612160;0.22645291
0.78365342;-0.58000481;0.22244489
-0.97053014;-0.10176725;0.21843687
0.64748495;0.73128894;0.21442886
0.01655809;-0.97747066;0.21042084
-0.67306888;0.71019154;0.20641283
0.97686240;-0.06908068;0.20240481
-0.76761335;-0.60943290;0.19839679
0.15447461;0.96868498;0.19438878
0.54086545;-0.81928001;0.19038076
-0.95297874;0.23894920;0.18637275
0.86476599;0.46789197;0.18236473
-0.32183543;-0.92984453;0.17835671
-0.39107472;0.90369414;0.17434870
0.89944304;-0.40247518;0.17034068
-0.93573891;-0.31100825;0.16633267
0.48022666;0.86199366;0.16232465
0.22831469;-0.96062909;0.15831663
-0.81777277;0.55446960;0.15430862
0.97815012;0.14363868;0.15030060
-0.62461041;-0.76711167;0.14629259
-0.05764224;0.98814598;0.14228457
0.71039393;-0.69008699;0.13827655
-0.99052053;0.02900060;0.13426854
0.75037340;0.64805244;0.13026052
-0.11560927;-0.98523845;0.12625251
-0.58056591;0.80498417;0.12224449
0.97232557;-0.20150215;0.11823647
-0.85347832;-0.50845513;0.11422846
0.28600209;0.95186882;0.11022044
0.43227878;-0.89546299;0.10621242
-0.92401557;0.36844197;0.10220441
0.93059674;0.35262894;0.09819639
-0.44817002;-0.88897254;0.09418838
-0.27012634;0.95859233;0.09018036
0.84700421;-0.52455524;0.08617234
-0.97921915;-0.18541540;0.08216433
0.59699244;0.79843072;0.07815631
0.09915900;-0.99230516;0.07414830
-0.74362538;0.66490724;0.07014028
0.99773831;0.01203312;0.06613226
-0.72776072;-0.68301165;0.06212425
0.07527857;0.99546755;0.05811623
0.61705979;-0.78505383;0.05410822
-0.98550327;0.16209030;0.05010020
0.83633145;0.54628309;0.04609218
-0.24771971;-0.96791728;0.04208417
-0.47123374;0.88118611;0.03807615
0.94284225;-0.33149338;0.03406814
-0.91926134;-0.39249837;0.03006012
0.41275231;0.91047066;0.02605210
0.31069335;-0.95025455;0.02204409
-0.87105332;0.49085723;0.01803607
0.97391950;0.22645977;0.01402806
-0.56519379;-0.82489731;0.01002004
-0.14045833;0.99006834;0.00601202
0.77236356;-0.63517754;0.00200401
-0.99857312;-0.05336394;-0.00200401
0.70025867;0.71386389;-0.00601202
-0.03413973;-0.99936684;-0.01002004
-0.64985771;0.75992643;-0.01402806
0.99244398;-0.12136572;-0.01803607
-0.81371329;-0.58084830;-0.02204409
0.20762944;0.97786057;-0.02605210
0.50737873;-0.86119871;-0.03006012
-0.95573370;0.29225411;-0.03406814
0.90201251;0.43002749;-0.03807615
-0.37457628;-0.92624054;-0.04208417
-0.34940373;0.93583788;-0.04609218
0.88961694;-0.45395118;-0.05010020
-0.96241391;-0.26614240;-0.05410822
0.52975792;0.84615545;-0.05811623
0.18089904;-0.98153763;-0.06212425
-0.79620294;0.60140452;-0.06613226
0.99306569;0.09434450;-0.07014028
-0.66833265;-0.74015775;-0.07414830
-0.00715949;0.99691541;-0.07815631
0.67846644;-0.73002213;-0.08216433
-0.99306544;0.07997093;-0.08617234
0.78599513;0.61162011;-0.09018036
-0.16636290;-0.98155588;-0.09418838
-0.54015041;0.83581996;-0.09819639
0.96248783;-0.25133929;-0.10220441
-0.87911453;-0.46462519;-0.10621242
0.33423517;0.93602260;-0.11022044
0.38564385;-0.91554939;-0.11422846
-0.90238026;0.41440320;-0.11823647
0.94485031;0.30383247;-0.12224449
-0.49121881;-0.86183780;-0.12625251
-0.21983868;0.96680047;-0.13026052
0.81472682;-0.56408525;-0.13426854
-0.98124208;-0.13432638;-0.13827655
0.63243837;0.76143076;-0.14228457
0.04797037;-0.98807759;-0.14629259
-0.70238168;0.69575118;-0.15030060
0.98727039;-0.03854915;-0.15430862
-0.75353796;-0.63805673;-0.15831663
0.12455214;0.97884497;-0.16232465
0.56897413;-0.80535824;-0.16633267
-0.96288665;0.20936417;-0.17034068
0.85082019;0.49568895;-0.17434870
-0.29232192;-0.93954073;-0.17835671
-0.41878852;0.88958377;-0.18236473
0.90901120;-0.37277854;-0.18637275
-0.92136333;-0.33888757;-0.19038076
0.45010883;0.87155897;-0.19438878
0.25662320;-0.94592983;-0.19839679
-0.82749962;0.52371430;-0.20240481
0.96311258;0.17264966;-0.20641283
-0.59302797;-0.77720068;-0.21042084
-0.08763297;0.97280046;-0.21442886
0.72107854;-0.65751888;-0.21843687
-0.97494268;-0.00224551;-0.22244489
0.71669631;0.65959494;-0.22645291
-0.08283950;-0.96954906;-0.23046092
-0.59325310;0.77011368;-0.23446894
0.95668975;-0.16695346;-0.23847695
-0.81737208;-0.52259346;-0.24248497
0.24943782;0.93649452;-0.24649299
0.44818926;-0.85812332;-0.25050100
-0.90915149;0.32964941;-0.25450902
0.89207270;0.37064167;-0.25851703
-0.40696565;-0.87490545;-0.26252505
-0.29057489;0.91898115;-0.26653307
0.83405570;-0.48078957;-0.27054108
-0.93866710;-0.20863093;-0.27454910
0.55055455;0.78695338;-0.27855711
0.12546435;-0.95100770;-0.28256513
-0.73399847;0.61572890;-0.28657315
0.95593966;0.04173682;-0.29058116
-0.67582005;-0.67563635;-0.29458918
0.04188824;0.95345954;-0.29859719
0.61235397;-0.73037846;-0.30260521
-0.94362359;0.12475118;-0.30661323
0.77900113;0.54467576;-0.31062124
-0.20620144;-0.92654703;-0.31462926
-0.47315915;0.82133471;-0.31863727
0.90240292;-0.28560285;-0.32264529
-0.85707825;-0.39838988;-0.32665331
0.36233884;0.87142048;-0.33066132
0.32097711;-0.88598540;-0.33466934
-0.83388301;0.43581736;-0.33867735
0.90786626;0.24154830;-0.34268537
-0.50547569;-0.79012532;-0.34669339
-0.16074399;0.92258869;-0.35070140
0.74053077;-0.57078491;-0.35470942
-0.93007913;-0.07921245;-0.35871743
0.63125412;0.68552789;-0.36272545
-0.00239566;-0.93032297;-0.36673347
-0.62558668;0.68643431;-0.37074148
0.92336439;-0.08343268;-0.37474950
-0.73592189;-0.56121451;-0.37875752
