X;Y;Z
0.00006604;-0.00019948;-0.00022551
0.00006614;-0.00019945;-0.00022555
0.00006615;-0.00019953;-0.00022556
0.00006624;-0.00019980;-0.00022571
0.00006630;-0.00020000;-0.00022588
0.00006630;-0.00020008;-0.00022588
0.00006636;-0.00020009;-0.00022583
0.00006638;-0.00020007;-0.00022588
0.00006642;-0.00020000;-0.00022581
0.00006646;-0.00019999;-0.00022569
0.00006650;-0.00020004;-0.00022585
0.00006652;-0.00020028;-0.00022609
0.00006644;-0.00020051;-0.00022624
0.00006642;-0.00020075;-0.00022640
0.00006634;-0.00020097;-0.00022663
0.00006635;-0.00020111;-0.00022670
0.00006648;-0.00020124;-0.00022671
0.00006666;-0.00020125;-0.00022680
0.00006678;-0.00020115;-0.00022676
0.00006680;-0.00020092;-0.00022648
0.00006678;-0.00020064;-0.00022620
0.00006675;-0.00020029;-0.00022599
0.00006674;-0.00020003;-0.00022575
0.00006680;-0.00019979;-0.00022553
0.00006686;-0.00019953;-0.00022545
0.00006687;-0.00019935;-0.00022533
0.00006684;-0.00019937;-0.00022528
0.00006674;-0.00019952;-0.00022543
0.00006662;-0.00019975;-0.00022563
0.00006658;-0.00019993;-0.00022569
0.00006664;-0.00020011;-0.00022581
0.00006678;-0.00020023;-0.00022601
0.00006688;-0.00020027;-0.00022604
0.00006698;-0.00020028;-0.00022599
0.00006700;-0.00020017;-0.00022599
0.00006699;-0.00020009;-0.00022593
0.00006699;-0.00019992;-0.00022573
0.00006698;-0.00019988;-0.00022565
0.00006699;-0.00019985;-0.00022577
0.00006706;-0.00019996;-0.00022584
0.00006722;-0.00020019;-0.00022597
0.00006734;-0.00020039;-0.00022624
0.00006737;-0.00020056;-0.00022643
0.00006729;-0.00020080;-0.00022648
0.00006711;-0.00020095;-0.00022663
0.00006691;-0.00020111;-0.00022676
0.00006679;-0.00020124;-0.00022675
0.00006676;-0.00020127;-0.00022675
0.00006667;-0.00020133;-0.00022683
0.00006660;-0.00020133;-0.00022684
0.00006662;-0.00020141;-0.00022683
0.00006663;-0.00020156;-0.00022700
0.00006664;-0.00020171;-0.00022720
0.00006668;-0.00020191;-0.00022730
0.00006667;-0.00020207;-0.00022743
0.00006667;-0.00020226;-0.00022768
0.00006662;-0.00020242;-0.00022776
0.00006658;-0.00020252;-0.00022782
0.00006659;-0.00020268;-0.00022800
0.00006662;-0.00020283;-0.00022815
0.00006668;-0.00020298;-0.00022822
0.00006676;-0.00020311;-0.00022843
0.00006682;-0.00020328;-0.00022871
0.00006680;-0.00020342;-0.00022879
0.00006682;-0.00020355;-0.00022887
0.00006686;-0.00020363;-0.00022904
0.00006692;-0.00020374;-0.00022911
0.00006699;-0.00020379;-0.00022912
0.00006702;-0.00020386;-0.00022923
0.00006695;-0.00020384;-0.00022926
0.00006694;-0.00020390;-0.00022918
0.00006699;-0.00020387;-0.00022915
0.00006702;-0.00020394;-0.00022928
0.00006725;-0.00020392;-0.00022919
0.00006729;-0.00020396;-0.00022915
0.00006734;-0.00020394;-0.00022918
0.00006741;-0.00020391;-0.00022918
0.00006750;-0.00020386;-0.00022906
0.00006755;-0.00020382;-0.00022902
0.00006765;-0.00020383;-0.00022910
0.00006775;-0.00020387;-0.00022914
0.00006779;-0.00020396;-0.00022922
0.00006786;-0.00020406;-0.00022942
0.00006791;-0.00020410;-0.00022951
0.00006797;-0.00020411;-0.00022942
0.00006797;-0.00020406;-0.00022934
0.00006799;-0.00020398;-0.00022927
0.00006799;-0.00020388;-0.00022914
0.00006805;-0.00020388;-0.00022907
0.00006803;-0.00020384;-0.00022914
0.00006805;-0.00020388;-0.00022919
0.00006806;-0.00020400;-0.00022922
0.00006814;-0.00020411;-0.00022942
0.00006826;-0.00020416;-0.00022962
0.00006838;-0.00020426;-0.00022962
0.00006843;-0.00020419;-0.00022956
0.00006845;-0.00020408;-0.00022948
0.00006834;-0.00020400;-0.00022927
0.00006825;-0.00020388;-0.00022904
0.00006821;-0.00020388;-0.00022908
0.00006821;-0.00020390;-0.00022918
0.00006826;-0.00020398;-0.00022923
0.00006831;-0.00020411;-0.00022940
0.00006834;-0.00020419;-0.00022963
0.00006839;-0.00020424;-0.00022964
0.00006842;-0.00020424;-0.00022960
0.00006846;-0.00020423;-0.00022963
0.00006846;-0.00020418;-0.00022956
0.00006846;-0.00020414;-0.00022942
0.00006846;-0.00020406;-0.00022938
0.00006849;-0.00020406;-0.00022942
0.00006854;-0.00020400;-0.00022931
0.00006861;-0.00020399;-0.00022926
0.00006869;-0.00020392;-0.00022931
0.00006871;-0.00020390;-0.00022924
0.00006877;-0.00020384;-0.00022914
0.00006886;-0.00020382;-0.00022918
0.00006889;-0.00020382;-0.00022922
0.00006894;-0.00020378;-0.00022915
0.00006899;-0.00020379;-0.00022914
0.00006902;-0.00020372;-0.00022918
0.00006907;-0.00020371;-0.00022908
0.00006913;-0.00020366;-0.00022900
0.00006918;-0.00020363;-0.00022906
0.00006923;-0.00020358;-0.00022906
0.00006923;-0.00020354;-0.00022888
0.00006923;-0.00020346;-0.00022882
0.00006922;-0.00020338;-0.00022876
0.00006915;-0.00020331;-0.00022860
0.00006915;-0.00020330;-0.00022856
0.00006917;-0.00020331;-0.00022870
0.00006918;-0.00020338;-0.00022878
0.00006917;-0.00020351;-0.00022883
0.00006913;-0.00020363;-0.00022900
0.00006909;-0.00020370;-0.00022915
0.00006905;-0.00020378;-0.00022915
0.00006903;-0.00020383;-0.00022922
0.00006898;-0.00020387;-0.00022930
0.00006897;-0.00020390;-0.00022927
0.00006894;-0.00020392;-0.00022922
0.00006889;-0.00020394;-0.00022930
0.00006883;-0.00020394;-0.00022927
0.00006879;-0.00020395;-0.00022919
0.00006875;-0.00020394;-0.00022916
0.00006869;-0.00020388;-0.00022914
0.00006867;-0.00020383;-0.00022898
0.00006865;-0.00020372;-0.00022886
0.00006865;-0.00020367;-0.00022886
0.00006861;-0.00020359;-0.00022874
0.00006862;-0.00020355;-0.00022859
0.00006863;-0.00020347;-0.00022856
0.00006861;-0.00020339;-0.00022851
0.00006862;-0.00020332;-0.00022835
0.00006863;-0.00020326;-0.00022826
0.00006863;-0.00020315;-0.00022824
0.00006861;-0.00020311;-0.00022812
0.00006865;-0.00020310;-0.00022808
0.00006866;-0.00020312;-0.00022819
0.00006870;-0.00020320;-0.00022827
0.00006870;-0.00020319;-0.00022822
0.00006870;-0.00020324;-0.00022828
0.00006869;-0.00020326;-0.00022842
0.00006871;-0.00020331;-0.00022840
0.00006870;-0.00020336;-0.00022840
0.00006866;-0.00020334;-0.00022850
0.00006873;-0.00020338;-0.00022846
0.00006863;-0.00020335;-0.00022839
0.00006866;-0.00020336;-0.00022843
0.00006865;-0.00020339;-0.00022850
0.00006862;-0.00020339;-0.00022840
0.00006859;-0.00020338;-0.00022839
0.00006859;-0.00020336;-0.00022848
0.00006858;-0.00020335;-0.00022843
0.00006857;-0.00020335;-0.00022834
0.00006855;-0.00020332;-0.00022840
0.00006851;-0.00020330;-0.00022836
0.00006854;-0.00020330;-0.00022824
0.00006851;-0.00020323;-0.00022823
0.00006847;-0.00020326;-0.00022830
0.00006847;-0.00020326;-0.00022823
0.00006845;-0.00020326;-0.00022819
0.00006845;-0.00020327;-0.00022830
0.00006842;-0.00020326;-0.00022827
0.00006841;-0.00020327;-0.00022818
0.00006835;-0.00020328;-0.00022820
0.00006837;-0.00020326;-0.00022824
0.00006833;-0.00020326;-0.00022816
0.00006833;-0.00020326;-0.00022814
0.00006830;-0.00020323;-0.00022822
0.00006831;-0.00020320;-0.00022816
0.00006831;-0.00020318;-0.00022806
0.00006831;-0.00020316;-0.00022812
0.00006831;-0.00020315;-0.00022812
0.00006831;-0.00020314;-0.00022802
0.00006831;-0.00020308;-0.00022798
0.00006827;-0.00020307;-0.00022802
0.00006825;-0.00020308;-0.00022795
0.00006826;-0.00020307;-0.00022792
0.00006825;-0.00020308;-0.00022803
0.00006823;-0.00020311;-0.00022804
0.00006822;-0.00020314;-0.00022795
0.00006825;-0.00020311;-0.00022799
0.00006823;-0.00020310;-0.00022804
0.00006823;-0.00020307;-0.00022796
0.00006819;-0.00020310;-0.00022792
0.00006818;-0.00020308;-0.00022799
0.00006817;-0.00020307;-0.00022795
0.00006814;-0.00020308;-0.00022790
0.00006813;-0.00020308;-0.00022796
0.00006814;-0.00020308;-0.00022802
0.00006817;-0.00020308;-0.00022791
0.00006814;-0.00020308;-0.00022792
0.00006811;-0.00020306;-0.00022798
0.00006810;-0.00020304;-0.00022787
0.00006809;-0.00020300;-0.00022779
0.00006806;-0.00020300;-0.00022786
0.00006803;-0.00020298;-0.00022784
0.00006802;-0.00020296;-0.00022775
0.00006805;-0.00020298;-0.00022778
0.00006799;-0.00020296;-0.00022784
0.00006801;-0.00020299;-0.00022778
0.00006798;-0.00020300;-0.00022778
0.00006802;-0.00020300;-0.00022787
0.00006799;-0.00020299;-0.00022783
0.00006798;-0.00020298;-0.00022774
0.00006798;-0.00020298;-0.00022776
0.00006794;-0.00020295;-0.00022778
0.00006794;-0.00020296;-0.00022770
0.00006797;-0.00020294;-0.00022771
0.00006798;-0.00020298;-0.00022779
0.00006795;-0.00020296;-0.00022774
0.00006797;-0.00020294;-0.00022768
0.00006798;-0.00020296;-0.00022776
0.00006797;-0.00020294;-0.00022779
